family_stem,variable_name,label,n_years,years_range,label_drift
dfc13_dfc7g,dfc13_dfc7g,"dfc13_dfc7g. Buy it themselves from a store, how do most kids at your school who",1,2016-2017..2016-2017,False
dfc13_dfc7h,dfc13_dfc7h,"dfc13_dfc7h. At bars, clubs, or gambling casinos, how do most kids at your schoo",1,2016-2017..2016-2017,False
dfc13_dfc7i,dfc13_dfc7i,"dfc13_dfc7i. Other, how do most kids at your school who drink alcohol usually ge",1,2016-2017..2016-2017,False
dfc13_dfc7j,dfc13_dfc7j,"dfc13_dfc7j. Don't know, how do most kids at your school who drink alcohol usual",1,2016-2017..2016-2017,False
dfc14_dfc8,dfc14_dfc8,"dfc14_dfc8. Having one or two drinks of any alcoholic beverage nearly every day,",1,2016-2017..2016-2017,False
dfc15_dfc9,dfc15_dfc9,"dfc15_dfc9. Trying marijuana or hashish once or twice, how do you feel about som",1,2016-2017..2016-2017,False
dfc16_dfc10,dfc16_dfc10,"dfc16_dfc10. Using marijuana once a month or more, how do you feel about someone",1,2016-2017..2016-2017,False
dfc17_dfc11,dfc17_dfc11,"dfc17_dfc11. Past 12 months, have you talked with at least one of your parents o",1,2016-2017..2016-2017,False
dfc18_dfc12,dfc18_dfc12,"dfc18_dfc12. Past 12 months, have you heard, read, or watched any messages about",1,2016-2017..2016-2017,False
dfc19,dfc19,"dfc19. During the past 12 months, have you sold drugs to someone?",1,2016-2017..2016-2017,False
dfc2,dfc2,dfc2. Have one or two drinks of an alcoholic beverage nearly every day - How muc,11,2013-2014..2023-2024,True
dfc20_dfc13,dfc20_dfc13,"dfc20_dfc13. Take one or two drinks of alcohol nearly every day, how wrong do yo",1,2016-2017..2016-2017,False
dfc21_dfc14,dfc21_dfc14,"dfc21_dfc14. Smoke tobacco, how wrong do your parents or guardians feel it would",1,2016-2017..2016-2017,False
dfc22_dfc15,dfc22_dfc15,"dfc22_dfc15. Use marijuana, how wrong do your parents or guardians feel it would",1,2016-2017..2016-2017,False
dfc23_dfc16,dfc23_dfc16,dfc23_dfc16. Use prescription drugs to get high or for reasons other than prescr,1,2016-2017..2016-2017,False
dfc24_dfc17,dfc24_dfc17,"dfc24_dfc17. Take one or two drinks of alcohol nearly every day, how wrong would",1,2016-2017..2016-2017,False
dfc25_dfc18,dfc25_dfc18,"dfc25_dfc18. Smoke tobacco, how wrong would your close friends feel it would be",1,2016-2017..2016-2017,False
dfc26_dfc19,dfc26_dfc19,"dfc26_dfc19. Use marijuana, how wrong would your close friends feel it would be",1,2016-2017..2016-2017,False
dfc27_dfc20,dfc27_dfc20,dfc27_dfc20. Use prescription drugs to get high or for reasons other than prescr,1,2016-2017..2016-2017,False
dfc28_dfc21,dfc28_dfc21,"dfc28_dfc21. Drinking one or two drinks of alcohol nearly every day, how do you",1,2016-2017..2016-2017,False
dfc29_dfc22,dfc29_dfc22,"dfc29_dfc22. Using marijuana, how do you think your close friends would feel...",1,2016-2017..2016-2017,False
dfc3,dfc3,dfc3. Use marijuana once or twice a week - How much do people risk harming thems,11,2013-2014..2023-2024,True
dfc30_dfc23,dfc30_dfc23,"dfc30_dfc23. Using prescription drugs to get high, how do you think your close f",1,2016-2017..2016-2017,False
dfc31_dfc24,dfc31_dfc24,"dfc31_dfc24. Past 30 days, have you used prescription drugs not prescribed to yo",1,2016-2017..2016-2017,False
dfc32_dfc25,dfc32_dfc25,"dfc32_dfc25. Risk harming themselves, use prescription drugs that are not prescr",1,2016-2017..2016-2017,False
dfc33_dfc26,dfc33_dfc26,dfc33_dfc26. Use prescription drugs not prescribed to you - How wrong do your pa,1,2016-2017..2016-2017,False
dfc34_dfc27,dfc34_dfc27,dfc34_dfc27. How wrong do your friends feel it would be for you to use prescript,1,2016-2017..2016-2017,False
dfc4,dfc4,dfc4. Use prescription drugs not prescribed to them - How much do people risk ha,11,2013-2014..2023-2024,True
dfc5,dfc5,dfc5. How do you feel about someone your age having one or two drinks of an alco,11,2013-2014..2023-2024,True
dfc6,dfc6,dfc6. Have one or two drinks of an alcoholic beverage nearly every day - How wro,6,2013-2014..2023-2024,True
dfc7,dfc7,dfc7. Smoke cigarettes - How wrong do your friends feel it would be if you did t,6,2013-2014..2023-2024,True
dfc8,dfc8,dfc8. Use marijuana - How wrong do your friends feel it would be if you did the,5,2013-2014..2023-2024,True
dfc8,dfc8c,"dfc8c. Get into trouble or have problems with the police, has using AOD caused y",1,2016-2017..2016-2017,False
dfc8_rp,dfc8_rp,dfc8_rp. Repeating dfc8,1,2013-2014..2013-2014,False
dfc8a,dfc8a,"dfc8a. Doesn't apply; I never used alcohol or drugs, has using AOD caused you to",1,2016-2017..2016-2017,False
dfc8b,dfc8b,"dfc8b. Have problems with emotions, nerves, or mental health, has using AOD caus",1,2016-2017..2016-2017,False
dfc8d,dfc8d,"dfc8d. Have money problems, has using AOD caused you to have the problem?",1,2016-2017..2016-2017,False
dfc8e,dfc8e,"dfc8e. Miss school, has using AOD caused you to have the problem?",1,2016-2017..2016-2017,False
dfc8f,dfc8f,"dfc8f. Have problems with schoolwork, has using AOD caused you to have the probl",1,2016-2017..2016-2017,False
dfc8g,dfc8g,"dfc8g. Fight with other kids, has using AOD caused you to have the problem?",1,2016-2017..2016-2017,False
dfc8h,dfc8h,"dfc8h. Damage a friendship, has using AOD caused you to have the problem?",1,2016-2017..2016-2017,False
dfc8i,dfc8i,"dfc8i. Physically hurt or injure yourself, has using AOD caused you to have the",1,2016-2017..2016-2017,False
dfc8j,dfc8j,"dfc8j. Have unwanted or unprotected sex, has using AOD caused you to have the pr",1,2016-2017..2016-2017,False
dfc8k,dfc8k,"dfc8k. Forget what happened or pass out, has using AOD caused you to have the pr",1,2016-2017..2016-2017,False
dfc8l,dfc8l,"dfc8l. Have any other problems, has using AOD caused you to have the problem?",1,2016-2017..2016-2017,False
dfc8m,dfc8m,"dfc8m. I've used alcohol or drugs but never had any problems, has using AOD caus",1,2016-2017..2016-2017,False
dfc9,dfc9,dfc9. Use prescription drugs not prescribed to you - How wrong do your friends f,5,2013-2014..2023-2024,True
dfc9,dfc9c,"dfc9c. Frequently spent a lot of time getting, using, or being hung over from us",1,2016-2017..2016-2017,False
dfc9a,dfc9a,"dfc9a. Does not apply; I have not used alcohol or drugs, have you...",1,2016-2017..2016-2017,False
dfc9b,dfc9b,dfc9b. Found you had to increase how much you use to have the same effect as bef,1,2016-2017..2016-2017,False
dfc9d,dfc9d,"dfc9d. Used alcohol or drugs a lot more than you intended, have you...",1,2016-2017..2016-2017,False
dfc9e,dfc9e,"dfc9e. Used alcohol or drugs when you were alone, have you...",1,2016-2017..2016-2017,False
dfc9f,dfc9f,"dfc9f. Your use of alcohol or drugs often kept you from doing a normal activity,",1,2016-2017..2016-2017,False
dfc9g,dfc9g,"dfc9g. Often didn't feel OK unless you had something to drink or used a drug, ha",1,2016-2017..2016-2017,False
dfc9h,dfc9h,"dfc9h. Thought about reducing (cutting down) or stopping use, have you...",1,2016-2017..2016-2017,False
dfc9i,dfc9i,"dfc9i. Told yourself you were not going to use but found yourself using anyway,",1,2016-2017..2016-2017,False
dfc9j,dfc9j,"dfc9j. Spoke with someone about reducing or stopping use, have you...",1,2016-2017..2016-2017,False
dfc9k,dfc9k,"dfc9k. Attended counseling, a program, or group to help you reduce or stop use,",1,2016-2017..2016-2017,False
dfc9l,dfc9l,"dfc9l. I use alcohol or drugs but have not experienced any of these things, have",1,2016-2017..2016-2017,False
dist,dist,district,1,2010-2011..2010-2011,False
dist2,dist2,(unlabeled),1,2010-2011..2010-2011,False
dist3,dist3,(unlabeled),1,2010-2011..2010-2011,False
distl,distl,(unlabeled),1,2010-2011..2010-2011,False
distns,distns,(unlabeled),1,2010-2011..2010-2011,False
disto,disto,(unlabeled),1,2010-2011..2010-2011,False
distress,distress_true,Social Emotional Distress - % 'Pretty much true' or 'Very much true',3,2021-2022..2023-2024,False
district,district,District name,13,2011-2012..2023-2024,False
dists,dists,(unlabeled),1,2010-2011..2010-2011,False
dup,dup,(unlabeled),1,2010-2011..2010-2011,False
dupies,dupies,(unlabeled),1,2010-2011..2010-2011,False
e1,e1,e1. Exercise or do a physical activity for at least 20 minutes that made you swe,14,2010-2011..2023-2024,True
e10,e10,e10. Has a doctor ever told you or your parent/guardian that you have asthma?,14,2010-2011..2023-2024,True
e11,e11,e11. Which of the following are you trying to do about your weight?,14,2010-2011..2023-2024,True
e12,e12,"e12. Exercise - Past 30 days, did you do any of the following things to lose wei",14,2010-2011..2023-2024,True
e13,e13,"e13. Eat less food, fewer calories, or foods low in fat - Past 30 days, did you",14,2010-2011..2023-2024,True
e14,e14,"e14. Go without eating for 24 hours or more - Past 30 days, did you do any of th",14,2010-2011..2023-2024,True
e15,e15,"e15. Take any diet pills, powders, or liquids without a doctor's advice - Past 3",14,2010-2011..2023-2024,True
e16,e16,"e16. Vomit or take laxatives - Past 30 days, did you do any of the following thi",14,2010-2011..2023-2024,True
e17,e17,e17. How do you describe your weight?,14,2010-2011..2023-2024,True
e18,e18,"e18. On an average school day, how many hours do you watch TV or play video game",14,2010-2011..2023-2024,True
e19,e19,"e19. Past 12 months, on how many sports teams did you play?",14,2010-2011..2023-2024,True
e2,e2,e2. Participate in a physical activity for at least 30 minutes that did not make,14,2010-2011..2023-2024,True
e20,e20,e20. How often do you wear a seat belt riding in a car driven by someone else?,14,2010-2011..2023-2024,True
e21,e21,"e21. Past 12 months, how often did you wear a helmet when you rode a bicycle, sk",14,2010-2011..2023-2024,True
e22,e22,"e22. In an average week, on how many days do you have physical activity in your",14,2010-2011..2023-2024,True
e23,e23,"e23. During an average physical education (P.E.) class, how many minutes do you",14,2010-2011..2023-2024,True
e24,e24,"e24. Past 12 months, did you have a regular check up with a doctor when you were",14,2010-2011..2023-2024,True
e25,e25,"e25. Past 12 months, did you visit a dentist for an examination, teeth cleaning,",14,2010-2011..2023-2024,True
e26,e26,"e26. Past 7 days, how many days did you take a vitamin?",13,2010-2011..2023-2024,True
e26_e25,e26_e25,"e26_e25. Past 12 months, have you had an episode of asthma or an asthma attack?",1,2020-2021..2020-2021,False
e27,e27,e27. Have you ever been taught about AIDS or HIV infection at school?,13,2010-2011..2023-2024,True
e27_e26,e27_e26,"e27_e26. Past 12 months, have you ever had a cough, chest tightness, trouble bre",1,2020-2021..2020-2021,False
e28_e27,e28_e27,"e28_e27. Past 12 months, have you had an episode of asthma or an asthma attack?",14,2010-2011..2023-2024,True
e29_e28,e29_e28,"e29_e28. Past 12 months, have you ever had a cough, chest tightness, trouble bre",14,2010-2011..2023-2024,True
e3,e3,e3. Do exercises to strengthen or tone your muscles? - On how many of the past 7,14,2010-2011..2023-2024,True
e30_e29,e30_e29,"e30_e29. Past 12 months, have you been to the emergency room or stayed overnight",14,2010-2011..2023-2024,True
e31_e30,e31_e30,"e31_e30. Past 12 months, have you used a medicine (an inhaler, puffer, or a brea",14,2010-2011..2023-2024,True
e32_e31,e32_e31,"e32_e31. Past 30 days, about how many days each week have you had a cough, chest",13,2010-2011..2023-2024,True
e33_e32,e33_e32,"e33_e32. Past 30 days, about how many nights did you wake up because of a cough,",13,2010-2011..2023-2024,True
e4,e4,"e4. Drink milk or eat yogurt? - Past 24 hours, how many times did you...",14,2010-2011..2023-2024,True
e5,e5,"e5. Drink soda pop? - Past 24 hours, how many times did you...",14,2010-2011..2023-2024,True
e6,e6,"e6. Drink 100% fruit juices, such as orange, apple, or grape? - Past 24 hours, h",14,2010-2011..2023-2024,True
e7,e7,"e7. Eat french fries, potato chips, or other fried potatoes? - Past 24 hours, ho",14,2010-2011..2023-2024,True
e8,e8,"e8. Eat fruit? - Past 24 hours, how many times did you...",14,2010-2011..2023-2024,True
e9,e9,"e9. Eat vegetables? - Past 24 hours, how many times did you...",14,2010-2011..2023-2024,True
edugoals,edugoals,Educational goals,4,2016-2017..2019-2020,False
edugoals,edugoals_hi,High educational goals,1,2016-2017..2016-2017,False
edugoals,edugoals_true,Educational goals - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
edugoals,edugoals_vmtrue,Educational goals - % reporting 'Very much true',1,2017-2018..2017-2018,False
edugoals,edugoalsc,Educational goals and aspirations category,4,2016-2017..2019-2020,False
efficacy,efficacy,Self-efficacy,6,2014-2015..2019-2020,False
efficacy,efficacy_hi,High self-efficacy,3,2014-2015..2016-2017,False
efficacy,efficacy_true,Self-efficacy - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
efficacy,efficacy_vmtrue,Self-efficacy - % reporting 'Very much true',1,2017-2018..2017-2018,False
efficacy,efficacyc,Self-efficacy category,6,2014-2015..2019-2020,False
emotcompet,emotcompet,Emotional competence (SEHM),2,2016-2017..2019-2020,False
emotcompet,emotcompet_hi,High emotional competence (SEHM),1,2016-2017..2016-2017,False
emotcompet,emotcompet_true,Emotional competence - % 'Pretty much true' or 'Very much true' (SEHM),5,2019-2020..2023-2024,False
emotcompet,emotcompetc,Emotional competence category (SEHM),2,2016-2017..2019-2020,False
empathy,empathy,Empathy,6,2014-2015..2019-2020,False
empathy,empathy_hi,High empathy,3,2014-2015..2016-2017,False
empathy,empathy_true,Empathy - % 'Pretty much true' or 'Very much true',6,2018-2019..2023-2024,False
empathy,empathy_vmtrue,Empathy - % reporting 'Very much true',1,2017-2018..2017-2018,False
empathy,empathyc,Empathy category,6,2014-2015..2019-2020,False
engprof,engprof,English proficiency scale,5,2016-2017..2020-2021,False
engprof,engprofc,English proficiency status,5,2016-2017..2020-2021,False
engprof_noneng,engprof_noneng,English proficiency scale among students speaking a language other than English,8,2016-2017..2023-2024,False
engprofc_noneng,engprofc_noneng,English proficiency status among students speaking a language other than English,8,2016-2017..2023-2024,False
eth,eth,ethnic group,1,2010-2011..2010-2011,False
exagaod,exagaod,daily drug use count (no redundant),1,2010-2011..2010-2011,False
